matricula,numero_bastidor,anno,marca,modelo,categoria,dni_usuario
O-4582-BZ,126BG6NS98L3Y4JJG,1992,Toyota,Camry,berlina,97424838N
6895-DPY,SWX67D7BXFL944BC0,2005,Volkswagen,Golf,todoterreno,98585766S
1062-GFZ,V20S9ELN65HR65W5P,2009,Mazda,MX-5,sedán,22604195W
4112-JPX,BT7TMPWA5MW5P4WLW,2017,Honda,Jazz,SUV,90741928M
3727-HNG,PJLR8GYE0YL6A6G4X,2011,Renault,Megane,descapotable,89686207F
2877-BRV,16APHZAM2M9PXP67B,2000,Nissan,Leaf,descapotable,43433248W
SA-7323-SN,KGWK4PXF4KNK7D1JK,1990,Audi,Q7,SUV,67737128N
6339-KBT,DFL2E68L6KCKAWP66,2019,Honda,Accord,berlina,75791835G
6868-CZM,0VUN07Z9187LA4657,2003,Hyundai,Elantra,SUV,72774629F
J-9547-ZM,YRZEHAW90CPDYDYHY,1996,Fiat,500,SUV,29004089P
9430-HPP,N11Y9DZB8L6HUN684,2012,Hyundai,Tucson,urbanos,82222122C
3085-GYH,3HRVNJPY30Y7H8F1H,2009,Nissan,Leaf,furgoneta,46644484R
6307-DFM,KGSDZUNL22P1S0LKX,2005,Renault,Scenic,cupé,48114314Q
9123-FSC,6Y6FE0ZM00XLP6A17,2008,Fiat,Tipo,todoterreno,74395687W
2646-KGB,LSSDSEJX43LYNU2RN,2018,Kia,Picanto,todoterreno,66423190H
2663-CTX,901ZV37K3PJFVNBX8,2004,Kia,Ceed,SUV,47077665T
8459-BXD,K0ZR80CM4VPH914W6,2000,Ford,Kuga,urbanos,37089394P
8220-LTL,RL62E4KJ5EV4R700G,2020,Seat,Ateca,sedán,21552708Y
PM-1188-WS,Z12CEDGX5VMYTHU08,1990,BMW,X5,urbanos,84057241S
CA-7905-LM,D37RZ7VT6YM30GJCG,1997,Skoda,Kodiaq,cupé,01743718L
9420-MBJ,CPSAYH9K3U1HM1J4B,2023,Seat,Ibiza,cupé,73386478X
9145-CNV,EL7J0VXHXN3LMWDHY,2003,Skoda,Superb,monovolumen,83806561N
6483-LLG,RY6E0NHD29MLBET3F,2021,Mazda,CX-5,todoterreno,29307311K
9455-CWJ,UHB1DM1X3YB78181A,2004,Renault,Scenic,sedán,84623079F
2876-DNH,BPTPE1366CJVB7GPR,2005,Toyota,Yaris,deportivo,58352168H
2870-HFY,4G2ST1RUXD1UMUNHK,2014,Hyundai,i30,deportivo,05337049Z
6844-CXS,P5BZ951P8SMLCRBS9,2003,Mercedes-Benz,C-Class,SUV,33187725J
1799-GNX,AALNZPH09F2WXAGVL,2010,BMW,Z4,cupé,26426749W
CA-7477-TS,NL4ZH4SCXUVAMCD8X,1996,Peugeot,208,urbanos,15773651K
2861-GDY,UWX0K3NT6JRH5UWKW,2009,Ford,Focus,deportivo,46914122X
TE-6791-LY,ZW6AW97V20PT27BMT,1996,Toyota,Camry,cupé,24686692X
BA-1403-DC,G5H2EE1LXFCNSVHNS,1997,Mercedes-Benz,E-Class,berlina,67454989Z
P-5534-LD,WPJCZGV57FKDPNFW8,1992,Toyota,RAV4,monovolumen,32567522M
9977-FDH,55S2LFFJ74RSRG3BX,2007,Fiat,Punto,deportivo,82280847A
CO-5210-XX,4VDTGS8Y1NL2FSCXV,1999,Mazda,CX-5,urbanos,01052010J
BA-9564-GC,M6JLLP8E99L8CMU2F,1994,Toyota,Corolla,furgoneta,20650680S
5064-HLR,XAM1K0GY8PDHKDGJZ,2012,BMW,M3,monovolumen,75562693B
5616-HSZ,R287VL8L2T6XEEC1K,2013,Volkswagen,Passat,cupé,11319209N
PO-2665-XF,M5P9GN3Z2SUHP6AX6,1991,Mazda,Mazda3,furgoneta,78688160P
7192-FPL,NYNRBMTX2E3D989UJ,2007,Ford,Focus,furgoneta,28064242X
A-2453-NR,Y65HLCAC9R938UKHW,1996,Kia,Ceed,monovolumen,15391617V
2494-CRH,9D5BSHBA1FBYWZ7M4,2004,Seat,Arona,deportivo,65445588P
3032-CVY,0KDMFEUL98RBMBY7G,2003,BMW,320,cupé,83388961T
1054-LJC,Z7Z1144X0U179E3AF,2022,Volkswagen,Polo,monovolumen,22810653N
5097-GTZ,NWANWUNR7JEN9UE30,2009,BMW,320,furgoneta,23573826E
AV-8158-YM,W82JNDWM0VPWZ6UGS,1995,Ford,Mustang,urbanos,41147296C
MU-7183-FX,8RT0XD7W428PJ3VXG,1996,Peugeot,208,descapotable,66774213S
9626-DJB,3LV1ZF5V68U3HZYC2,2005,Seat,Arona,deportivo,49723326V
9318-HCS,ZHM5UX4H8H2YMHGE8,2011,Audi,A3,sedán,15058765K
1592-JHJ,VMUFUECT0U1M3LUNY,2016,Peugeot,308,sedán,49687261Q
6940-BRN,6FUTRNZ45E0W8TSNF,2000,Nissan,Qashqai,furgoneta,62927337G
4560-BMJ,T819A17X5RDDN5X2B,2002,Seat,Leon,todoterreno,34096214W
4669-GCT,UM7B7XR15U0F4BWP0,2010,Nissan,Leaf,deportivo,64432224R
7666-LSH,1H64AW7U47XURFSRK,2021,Skoda,Fabia,berlina,15981466P
9835-HRS,90BM3Z7780DPP17ZH,2014,Skoda,Octavia,monovolumen,84476592F
5472-CFC,GPS8SV4864GS7U5ZZ,2003,Seat,Leon,cupé,89211290V
4296-FKZ,EUPYY1JD735DKPMVP,2008,BMW,X5,sedán,30029179B
7532-GMX,TMECAG7X6KKA8X42L,2009,Ford,Mustang,cupé,05979833V
4801-BXJ,5D4MY40M9DDEVGPTS,2001,Peugeot,208,cupé,21920495T
7286-HLW,B0FWNYKW2VTFLHSG5,2013,BMW,X5,cupé,57092075A
6196-FDL,MY2R6H328J1G5F7YZ,2008,Audi,A4,deportivo,54137635M
5019-KPK,VU0ZTDFB193ZWGZL5,2018,Renault,Scenic,monovolumen,59470549R
1015-JKT,3NCXJ9FA1053MSE74,2016,Mercedes-Benz,E-Class,furgoneta,42396623X
9144-LXL,WK3JZ2529668BMZP6,2020,Kia,Picanto,urbanos,91388833N
7874-JTP,LLKYN45P11VVP3RXF,2017,Honda,CR-V,SUV,96290482Q
2114-DRF,5WDNESNP8G9LH0FAA,2005,Honda,Civic,todoterreno,05662239F
5528-JSH,1ABPWWJR05M2W2VVL,2015,Seat,Arona,cupé,41504947K
8672-DZT,XKRYGX2101PSDPGA0,2005,Peugeot,208,urbanos,24311068E
1153-GGN,0UZYNAVN61U0X99RT,2009,Mercedes-Benz,GLC,SUV,04617398X
LO-2193-HS,AD8DUHWL6U8AUYL93,1994,Renault,Kadjar,monovolumen,99548449X
2539-LFK,FSRPPA4B3ZTXAMH3F,2020,Ford,Fiesta,todoterreno,29638077R
PO-8189-XX,2J7LEUAPXBD7PSBM9,1995,Honda,Jazz,SUV,45064011L
7809-LKW,APU66TWE49LNCFULP,2022,Fiat,500,furgoneta,51301629Z
4528-HYS,SCKBDVY418ZRB1MPW,2011,Volkswagen,Golf,SUV,99031376T
4515-HVF,TE1G9RKZ7XMT7SGGL,2013,Hyundai,i30,urbanos,49487321S
6204-JXV,Z3UKWY409BX8R9H87,2015,Renault,Scenic,berlina,28919698G
4169-FFK,XY8PAW4L38KSVYX53,2008,Peugeot,308,SUV,38076225R
CS-7613-BN,KLG4VPV78YGUEYSDK,1993,Kia,Picanto,urbanos,53645052J
3301-HYB,WZDYH8W89PALE12TB,2014,Kia,Sportage,SUV,44432378N
PO-9613-JW,LRGC9TVV1LGDA5BPV,1997,Skoda,Kodiaq,furgoneta,37861015W
8413-HKC,VGXAF3324S9REW83T,2012,Peugeot,208,urbanos,43319790A
6262-BBB,J6VXC1N26RFG12HM2,2001,Toyota,RAV4,cupé,81223147G
5601-GRH,H6UHA0BA5K3KDK1PE,2009,Seat,Ibiza,sedán,36081137W
6053-LWZ,09LCUSKM6KUU895AJ,2022,Seat,Ateca,furgoneta,54109751C
5244-MLM,DU6GA3Y362K90Y25M,2023,Skoda,Superb,furgoneta,18781551G
1057-JWR,FRHCEFAW642VG4D60,2015,Hyundai,Tucson,furgoneta,02197445W
8004-DZB,K9YCU2689VK6XDDSC,2006,Ford,Fiesta,deportivo,63948636B
9373-HHF,FNFTZZYPX0NGR1E05,2011,Kia,Sportage,SUV,89015256N
9118-LGT,NAEF72937YYSDY8K3,2020,Fiat,Tipo,descapotable,06505635Q
6153-CWG,WX0H2C8S9XRNURH70,2004,Renault,Megane,berlina,35299956Q
2174-HPC,WTTMLVLY1VYPSCLWT,2014,Volkswagen,Polo,todoterreno,11319209N
NA-3568-RX,TF3PKPA18GWJXG6K4,1993,Mazda,Mazda3,cupé,21641068T
4489-GWY,KNSNSM9R667XFJLNP,2010,Hyundai,Santa Fe,furgoneta,20069715F
AV-7446-XM,X9WUD3KA7CMK6386K,1996,Kia,Picanto,urbanos,88282769Y
9214-HKY,YX71V3A07U7XXV6L2,2014,Volkswagen,Passat,SUV,53279629Z
5620-GCX,CSL8EPMA8GT147TNG,2009,Peugeot,308,urbanos,29638077R
1148-DVF,SCHWA6PP1V8LTA8RU,2006,Peugeot,208,deportivo,51647800N
8274-CYH,J9XKVULS0SNXC1YV8,2004,Hyundai,Tucson,berlina,78689366H
7538-HZL,R8L9P79N5ZNTN9UKU,2013,Mazda,Mazda3,todoterreno,28299590E
CU-8205-PM,4SWSMMAR5CCVPRRJN,1997,Toyota,Camry,SUV,97187610Y
2185-HJZ,RKJK44W13299CHWZZ,2014,BMW,320,SUV,13904757S
6593-BSG,ALA06TVF8LA4XXNDT,2000,Renault,Megane,deportivo,59122658P
2279-BRH,6XVSXKVK5YP511CB4,2001,BMW,Z4,urbanos,69491304R
5584-DXN,5MFNPYXY5K7DB29BS,2005,Audi,A4,furgoneta,30903526J
J-2111-KX,UK9RY23R8ZNU83MW0,1994,Ford,Kuga,monovolumen,53303568X
7282-HRY,79E2N6CP8RAAPPH3Y,2013,Volkswagen,Passat,SUV,49080047W
9068-HJM,E5NZMPRF6APACVMVA,2014,BMW,M3,todoterreno,51185766W
MU-6049-GM,B9WPRMGL4PAB6MRKU,1991,BMW,320,urbanos,52316532L
4835-CVB,ZE4BEFC96AGD40DPC,2003,Volkswagen,Tiguan,SUV,08702735H
VA-5141-NC,9M6Y4E3E032H6MCFP,1999,Honda,Accord,urbanos,81079367C
AL-5076-WN,D36EYT298K9AU54DG,1991,Mercedes-Benz,GLC,monovolumen,47000783F
6608-BMG,BC3D8YH18HCXUK1DM,2002,Kia,Sportage,descapotable,49985922E
1034-GGV,H5ERABMK4DMMWTP9D,2009,Nissan,Juke,sedán,08562550H
9371-JPV,8HTPJPF230BW7UZ9D,2017,Mazda,Mazda6,SUV,57368190A
9881-BXK,T2W4J87X8R3KFBX7C,2000,Seat,Leon,urbanos,54636392F
2737-GDX,0GRL5A0U9MK15RRAZ,2009,Mazda,Mazda3,cupé,13248985L
LU-9999-ZX,LF448RK5444M3HZMD,1990,Nissan,Juke,SUV,46355757Q
8433-BVM,1SYGAZVT887V2YD0U,2002,Renault,Megane,furgoneta,55744772V
GR-9431-NV,FDBYFGUF5GXZVMW0X,1996,Volkswagen,Polo,sedán,26032012Z
HU-2686-DT,JSESTVVY697YU31SG,1999,Ford,Mustang,sedán,85852893B
5304-HJK,BJTM63DY3XC0N2UBA,2011,Mercedes-Benz,S-Class,deportivo,54709221H
2956-LKJ,F95NTYD87HZXJJXSR,2021,BMW,X5,sedán,54927215H
5188-MGM,NS0G7XL83LG4J5SMA,2023,BMW,320,SUV,10382168Z
6076-GNF,8ZX6XDRYX2X2C34M4,2010,Ford,Focus,sedán,27574060G
6260-CMD,F2CMG8ZB9BX2MT67E,2003,Nissan,Micra,todoterreno,60902352P
4071-JPT,37WGGVY60XHRYM6M2,2017,Nissan,Leaf,berlina,47816998K
SE-6319-TV,JJN2LJ9N9DXLFJLGP,1994,Skoda,Octavia,deportivo,68474387Y
AV-3864-JZ,L4TUWULL52XFD8X92,1990,Seat,Leon,berlina,75105397R
2442-KKB,MUSDEDLW4FRXUX73Y,2019,Audi,A4,descapotable,65102048L
PM-2600-TH,2CUG5482XYMVBRVMP,1991,Skoda,Superb,deportivo,18033303S
SE-5080-CX,SM0CRDCZ6WSJFSX50,1995,Renault,Scenic,berlina,11947551V
6657-FDN,9N8T5LLN20LUXVMUR,2008,Seat,Ibiza,todoterreno,33314552H
4961-HTC,KLFMFJMP63HZS04SY,2013,Fiat,500,SUV,92568427M
BI-3888-FB,NSSK1CZX17271KVFY,1994,Volkswagen,Polo,SUV,47460755W
5469-LYR,BUZR15TK5P21E32VK,2020,Audi,Q7,todoterreno,97282518Q
TO-7628-FZ,P3GNE1D43050ZJE3W,1996,Ford,Focus,berlina,53003570R
TE-2612-PL,S87JA73FX9E7RJE3K,1991,Mazda,MX-5,sedán,88937629X
AV-4858-GC,JGT6GA6F1H1DMLEZL,1999,Hyundai,Elantra,SUV,74587272C
H-2709-CT,FWMAPGNZ3Y5ZLUS92,1996,Mazda,Mazda6,urbanos,57368190A
1492-GDF,63XX992E5HW5YY2T5,2009,Volkswagen,Passat,furgoneta,22712256D
8660-LXS,6JN2R8ZD8JU138YE8,2021,Nissan,Qashqai,SUV,53655735R
8654-HZB,UH4RR8C09ZLBRAFFC,2012,Renault,Clio,berlina,27005158F
1978-GDX,2H92ZL2064DWY3WXE,2010,Nissan,Leaf,SUV,69395885D
8356-KDC,KXVXGANY8Y2E97PEM,2018,Toyota,Yaris,sedán,67010237J
O-3479-LX,7RUD9ME85ZZZYZKJ0,1991,Peugeot,208,deportivo,29228790E
LU-7871-LX,CA8PHVX65RE4V5Y09,1998,Ford,Fiesta,descapotable,81672313A
LU-7298-JJ,8TS9GW6480KYFGK94,1995,Seat,Ibiza,cupé,17363900G
B-4020-BD,X9MGMGYR6H5WFGC5Y,1992,Fiat,Tipo,descapotable,01876504A
SG-8905-HY,L6E7U1DNXTSLZ6GLA,1993,Toyota,Corolla,furgoneta,21443151K
9406-JVW,MXZLXF4X816RR798K,2017,Peugeot,3008,berlina,67301994S
OR-2207-FF,7F4EEBU4XUX99RZHX,1994,Hyundai,i30,monovolumen,42809211R
2085-HKV,11KGTL2G4SD1RA5S1,2013,Peugeot,208,cupé,18613295Q
7017-GHL,2CJ69WMA78V05797A,2010,Volkswagen,Passat,descapotable,55585202K
GU-4804-WC,AHCV7L5V6CPDLGF53,1997,Mercedes-Benz,S-Class,sedán,87013597C
SA-1063-BT,6HNP0GT07DDTHX399,1996,Renault,Clio,SUV,43494857V
7212-BPZ,X9EJYXM65NDFJHF0P,2002,Hyundai,Elantra,sedán,70443877Y
6250-JKN,BMZVCTLW7JG1DCBRP,2015,Peugeot,308,SUV,85468975D
SG-4604-CX,SVWUA8P95L5KL2T66,1991,Fiat,500,SUV,82869844Q
6441-JPF,40395GB6XAX2ARSTK,2016,Mazda,Mazda6,deportivo,30360483T
CA-8287-VZ,F0KXX28P1LT7DJZN1,1995,Honda,Jazz,urbanos,42759420M
CC-8658-BM,B4X920PL9BHU4NX1N,1994,Skoda,Octavia,deportivo,09182517C
2564-JPP,7S1ZWLWS6GURL43U9,2015,Skoda,Fabia,deportivo,38384262E
H-2874-BD,CTYTY15F0GPJGLRJ8,1996,Nissan,Micra,todoterreno,06297827J
7798-KJK,XZK3DCNW68WN00CM2,2018,Volkswagen,Golf,furgoneta,91659317Q
AB-2584-SP,E3B8A6G01AMMJSZGZ,1992,Renault,Clio,furgoneta,16177844N
M-9517-VG,UJ82UXDX9NAT86ERY,1993,Fiat,Punto,descapotable,83158993D
6056-BJD,JFYM7AG40A9BRKA52,2001,Renault,Megane,sedán,46971376V
CA-4366-BV,M1Y34CV04ZXMGKWWS,1999,Renault,Kadjar,berlina,38537155B
4654-JYW,3BT755F48U5TNTTHB,2017,Kia,Sportage,deportivo,36189027E
1712-HMJ,6ZP3CFVK4RWFHZSNT,2014,Nissan,Leaf,cupé,52971382J
1734-GHY,U2DGAN4573TA7YLBU,2010,Skoda,Octavia,SUV,17582316N
7667-BSV,ZK4B7GNL7MRTWWYME,2001,Mercedes-Benz,S-Class,descapotable,46161012N
8090-HRK,YUB96VH43TH3UPMSC,2014,Toyota,Camry,SUV,45695612V
7826-HPK,DZLZ8PX10XH9AEAD6,2013,Mercedes-Benz,S-Class,descapotable,17363900G
6016-HVK,8FVCV3LFXVMXFN5CV,2011,Mercedes-Benz,GLC,berlina,80445966Q
9240-GTW,7F6RPJFY88P96RR3H,2009,Renault,Scenic,SUV,16871124A
VA-8809-SJ,XL8FWB1W7BYPS2UKG,1999,Renault,Scenic,urbanos,20858453Y
4170-DNW,EECYW9ZG45K2XXNAD,2006,Mercedes-Benz,S-Class,deportivo,00833161D
5647-JZY,RLC00GWEXYF0702SP,2016,Fiat,500,todoterreno,32254981B
C-2069-WM,1HEERUY1689MFCP7P,1990,Nissan,Juke,descapotable,12369759Z
2001-KXB,9366PXY157F1NMXZN,2019,Mercedes-Benz,S-Class,sedán,59843579V
5041-BTR,R33ERMTE2AEHT1FDY,2000,Ford,Focus,todoterreno,33187725J
6995-GNJ,JUYJ8WBHXXXHHJGP8,2010,Fiat,500,furgoneta,62312501G
C-1475-DW,GCJD2X944L3VFUWU5,1992,Nissan,Micra,SUV,42759420M
5842-DDL,4Y5TVJMD3BRM5TYT1,2006,Toyota,Corolla,cupé,57933431L
2955-CVH,HNKSMK2P3A2NZHBEH,2004,Skoda,Octavia,sedán,40147682D
5954-CYG,KW4N8T783FH5WAHHT,2003,Ford,Fiesta,descapotable,85539732H
1053-KSS,D5NU20357YX88E089,2019,Kia,Sorento,sedán,01538813K
1724-JCD,FTZ0B50X46JW554FA,2016,Skoda,Fabia,furgoneta,25687479K
SE-7761-BV,98R7HEBJ7KJ1FCZ4B,1993,Renault,Clio,furgoneta,09115468Q
LE-6410-KK,K93UN22L5G43CY3JJ,1993,Honda,Civic,deportivo,09107690N
CU-5195-SS,955J1BJKXW5E240G3,1999,Seat,Ibiza,cupé,61565295E
1733-GCS,5LNNLNP21T8X9PWWS,2010,Mazda,MX-5,deportivo,36622619H
2249-JYG,L3UFSLFZ6M3MKDVZL,2017,Audi,Q7,monovolumen,25525114J
9203-HYJ,543GZ91E6SVS5DT6G,2014,Mazda,CX-5,descapotable,72743398X
5401-DVG,GSN6Z0MR0MGSU37MJ,2006,Volkswagen,Polo,descapotable,08929978K
8839-MVJ,2FJKRM4X60FM2322D,2023,Honda,Jazz,descapotable,15191690Y
GU-1126-PR,3UK2RTYV2RBSM4BJ7,1991,Ford,Mustang,monovolumen,36310754X
9958-HYK,47EF4XPV82YJWJMU2,2014,Skoda,Kodiaq,cupé,87002600V
6366-CMG,JSZKDYCC5D0616RLP,2004,Toyota,RAV4,sedán,41919481A
VI-6231-XY,ZAFM40GG45DM9ZJKL,1993,Audi,A3,furgoneta,04603209N
P-2978-VZ,7M0HEKVV9CNF4ZHZJ,1994,Honda,Jazz,urbanos,47000783F
1949-CXJ,LHPENC007FJRRD34K,2004,Nissan,Juke,cupé,74456561H
6993-HWK,RN2R6VY30CJTTCBTU,2013,Fiat,Panda,sedán,48894516N
8042-CBC,G31V6EBD3FV5YSR26,2004,Mazda,CX-5,monovolumen,91601045A
CR-1954-FL,X7J8BDN18XNT1UGFC,1993,Skoda,Kodiaq,descapotable,91973728V
7551-CDS,ZY3A83BJ04MJ845U2,2004,Hyundai,Tucson,deportivo,12304882C
CC-7763-TY,FL693BFF1BYA5FTEP,1996,BMW,320,urbanos,84028672N
2948-JVG,3N3GRGKU3501EEZZ8,2016,Hyundai,Tucson,deportivo,30029179B
SE-7933-ZT,APVRM6PL3TW5G4EF6,1997,Kia,Sportage,monovolumen,01692782M
SO-4526-PS,Y7Y0G0415RX93U3R8,1992,Skoda,Fabia,todoterreno,00518169W
CA-3086-TR,N78RN62K9NNXRSDWC,1994,Renault,Megane,urbanos,73931172H
ZA-9045-VX,M8JYZE5N9MXWAAZ40,1992,Ford,Fiesta,SUV,01943508P
3970-GCJ,4Z80M9EZ11XHDG8RK,2010,Audi,A3,sedán,97762400A
SE-7866-RW,HWZBZ7JH09JM0J2BC,1990,Renault,Megane,deportivo,90602020Y
NA-4696-PN,FST8HS8H7095VFZWY,1990,Skoda,Fabia,furgoneta,51301629Z
1822-KTB,JY4M7H9K01AK3BWPL,2018,BMW,X5,urbanos,39237963D
9898-CLH,FE1C7HC931989XAUK,2003,Renault,Clio,berlina,26518303Q
5011-CJY,REAHU5EX0EJZS0W6C,2004,Skoda,Fabia,SUV,94823397D
3605-HVW,UAMZXDMA94VCJS49L,2012,Toyota,Corolla,monovolumen,92324617H
2690-LVM,3S8NS57W7CGLR6B98,2022,Honda,Civic,descapotable,42458915H
1636-CZP,HRJKTHT22L1890E0T,2004,Volkswagen,Golf,SUV,93135470Y
M-7535-GR,J3PAT5YE2FUXY541J,1990,Mazda,CX-5,deportivo,15058765K
4702-CZH,MUUG55MP3JJ15AXBU,2004,Mercedes-Benz,GLC,deportivo,92568427M
9272-GMT,VTT7WLKW9E4FWPWRD,2010,Honda,CR-V,furgoneta,08190170P
AL-6977-TT,GY5LB2PW018UB38DF,1996,Kia,Sportage,sedán,06735127Z
1648-FMC,1ZX2A7XP6NVLLNCPE,2007,Mazda,MX-5,descapotable,20785054T
OR-3997-CP,82Y601UX0JU82TEWD,1995,Volkswagen,Golf,sedán,84057241S
PM-7054-NG,SP8ZA3RD0THB2LMYC,1994,Volkswagen,Passat,SUV,35055756F
4949-DPJ,6XPCS4780EJVC2B47,2005,Mazda,Mazda3,sedán,14164253W
7520-MYV,F4LD22MC2RHDNHR5S,2023,Toyota,RAV4,SUV,09164485C
6518-JMM,XD7M6M7R4FHT7TU71,2016,Volkswagen,Tiguan,furgoneta,44042711B
AB-1661-DL,R6PFHZSC1NLA9B4S0,1997,Toyota,Yaris,monovolumen,62848405P
7719-FJX,P9XFEBX45LEFPSXMT,2008,Nissan,Micra,descapotable,14737468B
5844-FGP,HPLZTDPS78X6TBH4K,2007,Nissan,Micra,todoterreno,47392651R
P-3342-FX,22ZT4JK622AWZNWX1,1997,Nissan,Qashqai,monovolumen,29402876K
M-8470-RZ,K5Y351MK85115REAB,1993,Skoda,Kodiaq,deportivo,28809892T
2502-CDD,9X55YD2V68EP5SNPR,2003,Mercedes-Benz,GLC,berlina,02197445W
2301-JZF,242SUN349GBSFGBB9,2015,Audi,Q7,deportivo,56934169S
1048-FDF,F1R5XY1H1GJRXYTL1,2008,Renault,Scenic,berlina,94501842V
LE-3928-YD,Z06ELT9S10ZETAD50,1992,Honda,Civic,furgoneta,72774629F
4184-CZX,27NHY3YX56YWNWKVT,2004,Nissan,Juke,deportivo,05818839T
ZA-5027-WG,U2ANVDV02PLG22ELB,1999,Peugeot,208,urbanos,12134856X
AB-7308-XW,DK9SB3CM1HAVEJN67,1997,Seat,Ibiza,berlina,28068042S
9842-LSF,9SPRBGB13XZF327GT,2021,Renault,Scenic,deportivo,07832319Z
5495-LPJ,N3H8L4XU892T0KXB2,2021,Seat,Ateca,sedán,24311068E
BA-5149-VS,6YCH8ZH41Y4MFLRFB,1993,Ford,Fiesta,SUV,50445264P
4435-KWK,LT88NBC83GVXRZ9KB,2019,Audi,A3,descapotable,89686207F
5098-KSW,5NWSEPWH7LERVBRUM,2019,Fiat,500,todoterreno,51189900L
8500-JBC,UEHDXW358T3AYTAY9,2017,Hyundai,Santa Fe,berlina,78689366H
SG-9284-ZW,ZWGZFWUAXSLGM7L8P,1996,Nissan,Juke,berlina,47000783F
BU-6080-PK,3E7F99KG6AW68WH3S,1991,Honda,Accord,deportivo,51034246Y
1149-LBT,26ZTFM0887SPWZ4U6,2021,Peugeot,308,sedán,48200434R
VI-4597-RV,4ECSHPGX0ZMLD7T0P,1992,Audi,Q7,berlina,82222122C
5985-MZB,3BV5L0618JU4G4FVU,2023,BMW,X5,urbanos,11110409Y
MA-9469-JV,J7VN92GYX7ADLCLPS,1993,Seat,Arona,sedán,93392320S
CR-7812-KG,BB9AJ61A1MRP4SZXB,1998,Mercedes-Benz,C-Class,descapotable,57160368D
4752-MNS,LNS5SWH6XPCE1XMVX,2023,Honda,CR-V,cupé,56644231S
7063-LWC,W3AY2MWB0ET85L8YX,2021,BMW,X5,descapotable,13259566C
5203-JJH,8V9N4X1G9H0BR44CV,2015,Hyundai,Santa Fe,descapotable,69904985G
5150-BJD,FG6PJKXT0RZ4XSPWH,2000,Honda,Jazz,todoterreno,20536940X
9013-MSP,A5GBB49C9W2LFJHBT,2023,Volkswagen,Polo,furgoneta,94917297T
3384-LVB,35DGKU7HX5VN18EJ9,2020,BMW,320,SUV,69028762N
7741-BWF,C3NN5NTC16FZMXR1Z,2000,Skoda,Kodiaq,SUV,87552386B
SA-1283-XD,0XJSSB0H1GNAB7USB,1996,Kia,Picanto,furgoneta,57933431L
6997-BWH,JSSW01S155HBZ2ZZB,2002,Mazda,CX-5,sedán,89686207F
CR-8103-VH,F69WHN2A8MFK3E468,1991,Skoda,Kodiaq,cupé,90741928M
4314-JSD,AT50V90H4W69X2MTH,2016,Seat,Leon,sedán,27682873G
7403-JVH,9TUUUSS56XBRN477P,2016,Hyundai,i30,todoterreno,22986787N
1795-JZN,KMU5WUDC4RPVXYNTH,2016,Volkswagen,Polo,deportivo,51189900L
AV-6300-RS,D8EGSL4289ZNGFP6V,1998,Mazda,Mazda6,descapotable,84361235H
5178-JSM,9R98G1145555SBUHY,2015,Mercedes-Benz,GLC,cupé,53280011M
5317-LGM,B361S2GV5NM1DRU6P,2020,Honda,Jazz,deportivo,73931172H
6922-BMG,JWPJF8K39EB6F8SCD,2000,Peugeot,308,SUV,82646150C
2359-HRV,U60E7X902XE7VXWJN,2012,Mazda,Mazda6,sedán,60614079V
CC-6933-DN,L69AS1PC546L81MFZ,1997,Volkswagen,Passat,furgoneta,38398326X
8112-KPP,B6CEKVZM0EWNT1RLZ,2018,Skoda,Octavia,berlina,45198422H
8414-HTH,N2CPDZJH2FA3XN6MJ,2012,Mercedes-Benz,GLC,urbanos,32573559Q
9532-HLP,SV7CZCM17097CTG5A,2014,Skoda,Octavia,descapotable,24311068E
5541-GZM,G6KC9A8B9ZNKGSBFP,2010,Audi,Q7,sedán,22167176Y
5866-JBZ,M3SZVTS87JA6ZNTU9,2015,Ford,Focus,SUV,59470549R
J-3753-GS,EPZ5FWGN7MRCDW71X,1996,Volkswagen,Passat,SUV,87779854D
5276-BCH,LRA0DAGH1FR4G47L2,2001,Renault,Scenic,SUV,01240490P
H-3533-CK,7B8ZZE8Z4W1L7NPKL,1994,Honda,Accord,deportivo,54562953F
2564-GRM,2U7X4MNG6FHWFJ0HP,2009,Seat,Ibiza,SUV,27593009R
8221-LJB,HHS2LS2FXP6R8CG4S,2020,Nissan,Qashqai,todoterreno,82584927T
VI-5510-LT,M7GM8NCA08HF5SUC1,1998,Hyundai,Santa Fe,todoterreno,56934169S
2329-LVS,6E2MW2NU2ZJWN6RXN,2021,Hyundai,Tucson,descapotable,75228187V
M-7325-KN,C5N2MNKF8K5X6180U,1997,Volkswagen,Tiguan,cupé,43433248W
6387-BCL,2N72VN9H8WH2MDL9U,2001,Volkswagen,Passat,urbanos,52024606D
1955-FYC,FNXP9DKJ9WS6446DJ,2008,Mercedes-Benz,GLC,monovolumen,09992021Q
MA-5913-TL,LGBEK6VY2NV5XTM3P,1994,Audi,Q7,furgoneta,11663879G
1270-MGF,S2E5F7AJXUX63B1L6,2023,Mazda,Mazda6,berlina,52224535E
5021-FXY,EAA602LM6CGHBRKCN,2008,Hyundai,Elantra,SUV,96393998D
8790-HTW,MYXR9GDF2X4TA7FMK,2014,Ford,Fiesta,deportivo,49052482Z
3594-FJW,RA0HDDV36YK64HX47,2007,Honda,CR-V,deportivo,71426518H
Z-7214-GY,54KKUK2A84WKHNVSB,1999,Mazda,CX-5,monovolumen,54464645R
